arrival_info,stop_number,stop_name,stop_id,latitude,longitude
36分鐘,1,明日世界,2487000240,25.074306,121.4351234
37分鐘,2,德音國小,2486900640,25.07182,121.43563
39分鐘,3,遠東物流,2486900540,25.06966,121.4353791
40分鐘,4,大窠橋,2486900040,25.06761,121.43454
42分鐘,5,明志和平路口,2434300040,25.065265,121.433433
44分鐘,6,泰山郵局,2434300240,25.06216,121.432904
45分鐘,7,泰山分駐所,2434400140,25.06083,121.4334
進站中,8,福泰里,2435700640,25.058926,121.434603
進站中,9,泰山公有市場一,2434100440,25.056627,121.4334524
3分鐘,10,同興公園,2434100240,25.055602,121.4319595
4分鐘,11,泰山戶政事務所,2434800220,25.056113,121.4345802
7分鐘,12,環河路口,2435700740,25.05498,121.43703
8分鐘,13,捷運泰山站(泰林路),2435700140,25.053141,121.4381541
13分鐘,14,台1線高架(虛擬站不停靠),2419000020,25.061469,121.477399
24分鐘,15,萬華運動中心,1084100140,25.04701,121.50705
25分鐘,16,漢口中華路口,1084200220,25.045384,121.507984
29分鐘,17,重慶南路一段,1000500041,25.044691,121.5131649
30分鐘,18,博物館(襄陽),1004600220,25.043339,121.5157262
31分鐘,19,捷運台大醫院站,1004600040,25.041935,121.5161481
