arrival_info,stop_number,stop_name,stop_id,latitude,longitude
42分鐘,1,三峽一站,2374100120,24.93748,121.367161
42分鐘,2,大仁路,2374101560,24.937236,121.364325
45分鐘,3,中山路口,2374102440,24.935191,121.366622
45分鐘,4,三峽區公所,2374100540,24.933768,121.3683972
47分鐘,5,三峽老街,2374100341,24.931468,121.368442
48分鐘,6,中園國小,2374102740,24.928406,121.367609
49分鐘,7,中園橋,2374203340,24.924597,121.367645
50分鐘,8,中園街,2374203240,24.921568,121.366978
52分鐘,9,大同橋一,2374201400,24.919955,121.3690634
52分鐘,10,大同橋,2374201300,24.921248,121.3705211
54分鐘,11,台塑,2374204200,24.925869,121.3717061
55分鐘,12,安溪國中,2374205920,24.92667,121.37274
進站中,13,大同路,2374201100,24.927307,121.375272
進站中,14,介壽里,2374203900,24.928862,121.377552
進站中,15,介壽大同路口,2374308360,24.93064,121.378308
4分鐘,16,礁溪里,2374307900,24.933497,121.3755313
7分鐘,17,三峽,2374100020,24.9363,121.3756319
8分鐘,18,國家教育研究院,2374106520,24.937031,121.377027
9分鐘,19,龍埔,2374109700,24.9395,121.37846
11分鐘,20,姑娘廟,2374105300,24.94237,121.379266
12分鐘,21,大義路口,2374101700,24.944346,121.378919
13分鐘,22,學成大雅路口,2385401920,24.945304,121.3798054
14分鐘,23,學成大成路口,2385401820,24.946176,121.3826686
15分鐘,24,南園,2385400800,24.948118,121.385364
16分鐘,25,景觀萬坪公園(公厝仔),2385400500,24.949747,121.386061
22分鐘,26,國道3號46Km(虛擬站不停靠),2389700020,24.95063,121.401652
26分鐘,27,國道3號42Km(虛擬站不停靠),2369700120,24.959255,121.426491
31分鐘,28,板橋夜市(南雅南路),2206000320,25.006681,121.4563695
33分鐘,29,捷運府中站(府中路),2205500420,25.009036,121.458454
