arrival_info,stop_number,stop_name,stop_id,latitude,longitude
末班已過,1,廖添丁廟,2494200500,25.143315,121.3967844
今日未營運,2,八里國中,2494700140,25.141453,121.399533
今日未營運,3,八里療養院,2494700320,25.146518,121.412558
今日未營運,4,傑華商店,2494200810,25.149904,121.423508
今日未營運,5,西龍巖前路口,2494200320,25.15186,121.425497
今日未營運,6,政霸實業,2494200910,25.153764,121.43005
今日未營運,7,渡船頭,2494402000,25.158433,121.434178
今日未營運,8,下街仔,2494400460,25.158644,121.4319282
今日未營運,9,西門,2494401760,25.15918,121.42872
今日未營運,10,乙天宮,2494400060,25.159319,121.424892
今日未營運,11,大崁里,2494400760,25.159188,121.4218
今日未營運,12,安老院,2494401400,25.159516,121.420828
今日未營運,13,大崁國小正門,2494402200,25.160551,121.419357
末班已過,14,乙天宮,2494400020,25.159018,121.424899
末班已過,15,西門,2494401720,25.159046,121.428344
末班已過,16,下街仔,2494400420,25.15839,121.43143
末班已過,17,渡船頭,2494402040,25.15823,121.43411
末班已過,18,水雲山莊,2494400940,25.15577,121.43694
末班已過,19,福德宮入口,2494501240,25.144384,121.434803
末班已過,20,王母娘娘,2494501520,25.142628,121.432466
末班已過,21,王母娘娘入口,2494501440,25.143379,121.432447
末班已過,22,老人果園,2494501300,25.144172,121.434257
末班已過,23,奉天宮,2494501600,25.14861,121.439376
末班已過,24,米倉里10鄰,2494501720,25.149963,121.440034
末班已過,25,米倉國小,2494500340,25.147643,121.445125
末班已過,26,米倉國小一,2494401640,25.146125,121.44604
