arrival_info,stop_number,stop_name,stop_id,latitude,longitude
22分鐘,1,榮華中平路口,2421900160,25.055772,121.445093
24分鐘,2,行政院新莊聯合辦公大樓(中央路),2424801420,25.056756,121.445677
25分鐘,3,捷運新莊副都心站(中央路),2424700520,25.057725,121.447343
26分鐘,4,中港大排願景館,2424700220,25.058789,121.451089
29分鐘,5,勞工活動中心,2489100200,25.062365,121.450092
30分鐘,6,工商展覽中心,2488600020,25.065092,121.449031
32分鐘,7,世翔,2488600520,25.068098,121.451425
34分鐘,8,政錩汽車,2488600840,25.066522,121.4539156
35分鐘,9,標準廠房,2488601140,25.0649,121.45596
36分鐘,10,管理中心,2488601020,25.064069,121.456882
38分鐘,11,捷運新北產業園區站,2488600140,25.062162,121.459313
42分鐘,12,思源新北大道路口,2425001640,25.059442,121.4595888
45分鐘,13,頭前國中,2425002540,25.0553,121.45958
47分鐘,14,捷運幸福站,2425001040,25.050278,121.459672
49分鐘,15,仁義里,2425000440,25.047988,121.459643
50分鐘,16,思源復興路口,2425001940,25.045434,121.4596915
52分鐘,17,臺北醫院,2421300040,25.04304,121.45976
53分鐘,18,捷運頭前庄站(思源路),2421500040,25.040005,121.459856
59分鐘,19,捷運新埔站,2204700230,25.024488,121.46687
