arrival_info,stop_number,stop_name,stop_id,latitude,longitude
15分鐘,1,故宮博物院(正館),1114302260,25.101952,121.549257
17分鐘,2,故宮路口,1114302460,25.098068,121.5459327
17分鐘,3,中影文化城,1114300360,25.097263,121.5437659
18分鐘,4,東吳大學(錢穆故居),1114100160,25.097411,121.541307
18分鐘,5,梅林新村,1114100560,25.097585,121.539849
20分鐘,6,雙溪公園,1114100860,25.098494,121.537493
22分鐘,7,泰北中學,1114500560,25.097751,121.5340302
23分鐘,8,士林官邸(中正),1114500160,25.0965,121.53144
24分鐘,9,福林國小,1114500860,25.0962,121.52976
26分鐘,10,捷運士林站(中正),1116200760,25.095428,121.525882
30分鐘,11,士林國中,1116200261,25.094772,121.522929
進站中,12,士林區行政中心(中正),1116300260,25.093698,121.5202937
3分鐘,13,天文科學館,1116000200,25.09549,121.51822
4分鐘,14,國立科教館,1116500540,25.095347,121.5174191
4分鐘,15,士林高商,1116500040,25.09423,121.51712
5分鐘,16,陽明高中,1116500860,25.092141,121.517889
7分鐘,17,士林監理站,1116900000,25.09512,121.51462
8分鐘,18,兒童新樂園,1116500620,25.096205,121.515234
9分鐘,19,士林高商,1116500040,25.09423,121.51712
11分鐘,20,士林區行政中心(中正),1116300220,25.092849,121.519562
12分鐘,21,士林區行政中心(基河),1116500120,25.092645,121.5204072
13分鐘,22,公教住宅,1116300640,25.09051,121.52202
14分鐘,23,士林市場(銘傳會館),1116200140,25.088164,121.523626
16分鐘,24,捷運劍潭站(中山),1116301040,25.085353,121.525327
