arrival_info,stop_number,stop_name,stop_id,latitude,longitude
7分鐘,1,瑞光港墘路口,1149200760,25.077273,121.573134
9分鐘,2,仁寶大樓,1149200060,25.079478,121.568256
10分鐘,3,基湖路口,1149200560,25.080515,121.5659034
11分鐘,4,基湖站,1149200340,25.07973,121.5646071
13分鐘,5,濱江國中,1046202060,25.07999,121.5612469
14分鐘,6,大直美堤花園一,1046201160,25.080042,121.5590841
15分鐘,7,大直美堤花園二,1046600660,25.08002,121.5574829
16分鐘,8,敬業三路二,1046600900,25.081338,121.556408
16分鐘,9,敬業三路一,1046600800,25.083161,121.5564305
19分鐘,10,捷運劍南路站,1046400360,25.085271,121.5546799
21分鐘,11,自強隧道,1046400040,25.083774,121.5490281
23分鐘,12,植福宮,1046300040,25.080848,121.5482394
25分鐘,13,捷運大直站,1046500560,25.079923,121.5461397
27分鐘,14,大直高中,1046200360,25.079781,121.5436838
28分鐘,15,空軍司令部,1046200960,25.07961,121.54169
30分鐘,16,忠烈祠,1040400060,25.078002,121.5355521
31分鐘,17,中央電台,1046200460,25.078128,121.5301447
32分鐘,18,圓山大飯店,1046201660,25.077322,121.5279642
34分鐘,19,劍潭,1046100300,25.080588,121.5243818
37分鐘,20,捷運劍潭站(北藝中心),1116200500,25.084914,121.524923
41分鐘,21,小北街,1116300500,25.090706,121.526903
42分鐘,22,士林區農會,1116300300,25.092863,121.5256716
3分鐘,23,士林國中,1116200261,25.094772,121.522929
4分鐘,24,士林區行政中心(中正),1116300260,25.093698,121.5202937
7分鐘,25,陽明高中,1116500860,25.092141,121.517889
12分鐘,26,社子市場,1117200100,25.087505,121.5090743
13分鐘,27,社園里,1117200600,25.089056,121.5079873
14分鐘,28,社子派出所,1117200360,25.089599,121.5064251
15分鐘,29,永倫里(南),1117200760,25.089467,121.503968
16分鐘,30,社子國小,1117200400,25.089904,121.5025776
17分鐘,31,永倫里(延平),1117500100,25.091148,121.500682
