arrival_info,stop_number,stop_name,stop_id,latitude,longitude
35分鐘,1,臺北客運南雅站(華東街),2206001050,24.994615,121.448751
36分鐘,2,信義國小,2365500020,24.991372,121.4542782
進站中,3,信義公園,2206100520,24.991723,121.457428
3分鐘,4,益華紡織,2206100900,24.993422,121.457783
4分鐘,5,信義路,2206200320,24.995237,121.457732
5分鐘,6,板橋後站,2206100420,24.994397,121.459803
6分鐘,7,重慶國小,2206100820,24.994548,121.461443
7分鐘,8,五權街口,2206200120,24.995425,121.463268
8分鐘,9,壽德新村,2206200600,24.997524,121.464352
9分鐘,10,重慶國中,2206200400,24.998622,121.463918
11分鐘,11,重慶忠孝路口,2206400400,25.001439,121.46299
12分鐘,12,後埔國小(重慶路),2206300800,25.00377,121.4624777
14分鐘,13,審計公廨,2206301900,25.006876,121.461912
17分鐘,14,介壽公園,2206400000,25.0086,121.4634845
21分鐘,15,萬坪公園,2205000520,25.013298,121.460871
23分鐘,16,新北板橋公車站,2206300600,25.01277,121.462542
32分鐘,17,新民里,2204101100,25.016966,121.465455
進站中,18,漢生郵局,2205200660,25.018634,121.4618048
進站中,19,湯臣華廈,2205300300,25.019823,121.460755
進站中,20,文德國小,2205200000,25.021353,121.460057
3分鐘,21,聯合醫院(板橋院區),2205100500,25.022805,121.4584955
