arrival_info,stop_number,stop_name,stop_id,latitude,longitude
8分鐘,1,五福路圓環,2485500240,25.091088,121.4320589
9分鐘,2,五福路,2485500120,25.090074,121.4327065
11分鐘,3,道義橋,2485501041,25.088915,121.434078
14分鐘,4,社區活動中心,2485600920,25.086058,121.435723
14分鐘,5,永豐商業銀行,2485600520,25.08499,121.43786
15分鐘,6,五股服務社,2487000040,25.083879,121.43805
17分鐘,7,五股區公所(五股公有市場),2485600240,25.082744,121.4383484
29分鐘,8,中原長安街口,2476300120,25.082299,121.459285
30分鐘,9,正義公園,2476200120,25.083141,121.46095
31分鐘,10,長榮光華路口,2476500440,25.082584,121.463141
34分鐘,11,正和街口,2475500140,25.080336,121.4670766
35分鐘,12,和平路口,2475600300,25.079471,121.469744
37分鐘,13,蘆洲監理站,2475600820,25.081628,121.472348
38分鐘,14,蘆洲派出所,2475600520,25.081859,121.473209
進站中,15,溪墘,2475300520,25.081453,121.476637
3分鐘,16,捷運徐匯中學站(集賢路),2474700500,25.082575,121.48065
6分鐘,17,尼加拉瓜公園,2474700100,25.08392,121.48116
7分鐘,18,集賢路,2474700600,25.086512,121.48278
10分鐘,19,家樂福,2415300640,25.088196,121.486786
11分鐘,20,新北高中,2415301020,25.087666,121.49
12分鐘,21,吉祥街口,2415101260,25.08983,121.48964
13分鐘,22,自然公園,2415300360,25.08957,121.48748
