arrival_info,stop_number,stop_name,stop_id,latitude,longitude
4分鐘,1,捷運北投站(北投),1124600400,25.13225,121.49802
6分鐘,2,北投分局,1124600020,25.132987,121.5009595
8分鐘,3,北投市場(磺港),1126600040,25.13244,121.50318
9分鐘,4,北投市場(公館路),1124400000,25.13267,121.50369
11分鐘,5,北投國中,1124100100,25.13431,121.50384
12分鐘,6,漾館時尚旅館,1124100500,25.13505,121.50471
13分鐘,7,溫泉奇岩路口,1124100400,25.135479,121.50685
14分鐘,8,熱海大飯店,1124100620,25.13622,121.5093
15分鐘,9,普濟寺,1124100320,25.136383,121.511003
15分鐘,10,銀光巷口,1124301420,25.136316,121.512162
16分鐘,11,幽雅路口,1124300760,25.13704,121.51183
17分鐘,12,法藏寺,1124100200,25.13896,121.51233
17分鐘,13,中心街口,1124300160,25.13907,121.5119
18分鐘,14,公民會館(北投社大),1124300240,25.13779,121.5093509
19分鐘,15,溫泉博物館,1124301340,25.136873,121.5069765
