arrival_info,stop_number,stop_name,stop_id,latitude,longitude
末班已過,1,政大一,1166601040,24.987811,121.576051
末班已過,2,政大(聯合醫院),1165100920,24.987374,121.576765
末班已過,3,小坑口(北政國中),1165100120,24.986195,121.579379
末班已過,4,兆如安養中心,1165600740,24.989421,121.5843159
末班已過,5,普羅旺世,1165602340,24.987769,121.5838276
末班已過,6,政大三街,1165600960,24.986033,121.5828689
末班已過,7,政大學苑,1165601300,24.985258,121.5835282
末班已過,8,政大二街,1165600820,24.985826,121.584378
末班已過,9,政大附中,1165601100,24.986531,121.5855192
末班已過,10,棲霞山莊,1166602040,24.987151,121.5876992
末班已過,11,政大御花園,1166601140,24.985656,121.5872664
末班已過,12,政大御花園,1166601100,24.985999,121.5873303
末班已過,13,棲霞山莊,1166602000,24.987169,121.5879421
末班已過,14,綠野山莊,1165603100,24.98818,121.5876328
末班已過,15,政大清境社區,1165601260,24.989591,121.5873303
末班已過,16,國關中心,1166601660,24.98929,121.58023
末班已過,17,指南山莊,1166600660,24.989052,121.578362
交管不停,18,萬興圖書館,1166602400,24.98897,121.57697
末班已過,19,大誠高中,1165200000,24.990413,121.576905
末班已過,20,萬壽橋頭(秀明),1165200360,24.991863,121.574627
末班已過,21,萬壽橋頭(新光),1165200400,24.992819,121.573853
末班已過,22,貓纜動物園站,1165603300,24.996309,121.576197
末班已過,23,捷運動物園站,1165601700,24.998553,121.579926
進站中,24,石壁坑,1165600560,25.002839,121.5832877
進站中,25,風動石,1165601460,25.001178,121.5792555
9分鐘,26,信義松仁路口(信義),1104700460,25.032949,121.5666876
11分鐘,27,捷運台北101/世貿站(市府),1100100100,25.034512,121.5635759
15分鐘,28,市政府(市府),1100800100,25.038366,121.5636251
21分鐘,29,捷運市政府站,1107100121,25.041009,121.5668354
