arrival_info,stop_number,stop_name,stop_id,latitude,longitude
,1,南寮(忠三街口),1148001040,25.079068,121.623553
,2,康湖隧道口(白馬山莊),1148000740,25.077315,121.6228136
,3,五分埤,1148000040,25.076201,121.621188
,4,東湖國中,1148000640,25.072645,121.6193512
,5,康樂街,1148000840,25.071123,121.6191349
,6,東湖社區,1148000540,25.069229,121.6184776
,7,東湖國小,1148700160,25.068177,121.61668
,8,五分社區,1148700060,25.068763,121.6143084
,9,明湖國中,1148600100,25.07026,121.6116422
,10,明湖國小(公共電視台),1148500160,25.07181,121.6093083
,11,捷運葫洲站(康寧大學),1148500460,25.072621,121.6076109
,12,康寧醫院,1149000700,25.07543,121.6072451
,13,黃石公廟,1147700700,25.078107,121.607197
,14,大湖公園,1147700000,25.0831,121.6052
,15,捷運大湖公園站,1145600160,25.083735,121.6025457
,16,大湖,1145700060,25.084786,121.6000154
,17,金龍里,1145800160,25.08456,121.5963847
,18,捷運內湖站,1148900040,25.083461,121.5938791
,19,湖光市場,1148900140,25.081736,121.5918073
,20,成功路三段,1146000260,25.079854,121.589838
,21,內湖高中,1147500060,25.079013,121.5883097
,22,捷運文德站(碧湖公園),1147500260,25.078585,121.584249
,23,湖光國宅,1147300060,25.07859,121.58078
,24,西湖圖書館(湖光教會),1144700060,25.079106,121.5779835
,25,捷運港墘站(內湖高工),1144400260,25.079836,121.5761086
,26,麗山國中,1144400360,25.080638,121.5738603
,27,麗山街,1144400460,25.081473,121.571386
,28,恕德家商,1144400060,25.082118,121.5694613
,29,捷運西湖站,1144400160,25.082421,121.5658681
,30,治磐新村,1144200160,25.083069,121.5640985
,31,文湖國小,1144600060,25.084381,121.5615357
,32,美麗華,1046400260,25.084817,121.5581193
,33,捷運劍南路站,1046400360,25.085271,121.5546799
,34,自強隧道,1046400040,25.083774,121.5490281
,35,植福宮,1046300040,25.080848,121.5482394
,36,捷運大直站,1046500560,25.079923,121.5461397
,37,大直高中,1046200360,25.079781,121.5436838
,38,空軍司令部,1046200960,25.07961,121.54169
,39,忠烈祠,1040400060,25.078002,121.5355521
,40,中央電台,1046200460,25.078128,121.5301447
,41,圓山大飯店,1046201660,25.077322,121.5279642
,42,臺北市立美術館,1046100240,25.070066,121.5230951
,43,大同大學,1046100040,25.0673,121.52244
,44,大同公司(晴光市場),1045300040,25.064381,121.5221621
,45,台泥大樓(馬偕醫院),1044900140,25.06083,121.5227767
,46,國賓飯店,1044800240,25.056427,121.5226289
,47,中山市場,1044400040,25.051264,121.5220211
,48,行政院,1004100540,25.046484,121.5197596
,49,臺北車站(忠孝),1004100760,25.04654,121.5167218
,50,重慶南路一段,1000500040,25.045607,121.5131869
,51,二二八和平公園,1004500060,25.042368,121.5125439
,1,博愛路,1004500100,25.043262,121.511555
,2,臺北郵局,1004300000,25.046765,121.5112936
,3,臺北車站(忠孝),1004700420,25.046255,121.5170035
,4,行政院,1004100500,25.046578,121.5202398
,5,中山市場,1044400000,25.050519,121.522081
,6,國賓飯店,1044800200,25.056242,121.5229698
,7,台泥大樓(馬偕醫院),1044900100,25.061581,121.5230341
,8,大同公司(晴光市場),1045300000,25.064288,121.5224722
,9,大同大學,1046100000,25.0677,121.5228199
,10,臺北市立美術館,1046100200,25.072224,121.5240266
,11,圓山大飯店,1046201620,25.07727,121.5281673
,12,中央電台,1046200420,25.077925,121.5300006
,13,忠烈祠,1046200520,25.078004,121.5319142
,14,經國七海文化園區,1046200020,25.077782,121.535397
,15,空軍司令部,1046200920,25.079399,121.5403116
,16,大直高中,1046500120,25.07949,121.54255
,17,大直國小,1046500220,25.079711,121.5453154
,18,捷運大直站,1046500520,25.080216,121.5479855
,19,植福宮,1046300000,25.081609,121.5488002
,20,自強隧道(大直教會),1046400100,25.083737,121.5493072
,21,自強隧道,1046400020,25.085862,121.5518959
,22,捷運劍南路站,1046400320,25.08484,121.555253
,23,美麗華,1144600120,25.084538,121.5581969
,24,文湖國小,1144600020,25.084151,121.5615165
,25,治磐新村,1149300020,25.082945,121.5638416
,26,捷運西湖站,1149300220,25.082197,121.5658848
,27,恕德家商,1149300120,25.081963,121.5690454
,28,麗山街,1144400420,25.081132,121.57184
,29,捷運港墘站(內湖高工),1144400220,25.080149,121.5746181
,30,西湖圖書館(湖光教會),1144700020,25.078723,121.5785305
,31,湖光國宅,1147500320,25.078356,121.5815972
,32,捷運文德站(碧湖公園),1147500220,25.078401,121.5841327
,33,內湖高中,1147500020,25.078703,121.5875658
,34,成功路三段,1146000200,25.079617,121.5899398
,35,湖光市場,1145900100,25.081699,121.5920088
,36,捷運內湖站,1145700300,25.08334,121.594132
,37,秀湖,1145700120,25.084596,121.5983
,38,大湖,1145800020,25.084602,121.6001
,39,捷運大湖公園站,1145600120,25.08343,121.602592
,40,大湖公園,1147700040,25.082887,121.6048
,41,黃石公廟,1147700740,25.077575,121.606985
,42,康寧醫院,1149000740,25.076101,121.6071
,43,康寧社區,1147700640,25.07435,121.6063
,44,捷運葫洲站(康寧大學),1148600420,25.072465,121.6075013
,45,明湖國小(公共電視台),1148600020,25.071632,121.60932
,46,明湖國中,1148600140,25.069969,121.6116528
,47,五分社區,1148700020,25.068686,121.6143563
,48,東湖國小,1148700120,25.068103,121.61672
,49,東湖社區,1147800100,25.069547,121.618788
,50,康樂街,1148000800,25.07119,121.6191996
,51,東湖國中,1148000600,25.072872,121.6194588
,52,五分埤,1148000000,25.076133,121.6211888
,53,康湖隧道口(白馬山莊),1148000700,25.07715,121.62288
,54,南寮(忠三街口),1148001000,25.078715,121.62361
